_id,X,Y,amenageur,operateur,enseigne,idstation,station,adstation,codeinsee,Xlongitude,Ylatitude,nbrepdc,idpdc,puissmax,typeprise,accesrecharge,accessibilité,observations,date_maj
5f5a24a51518ee3e34254c96,6.927089,43.6568700005406,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*15*_*_*_,FR*A16*P*WIIZ*15*_*_*_ - Grasse Parking salle omnisports,false,6069,6.927089,43.6568700005406,2,false,false,"type2,typee",Payant,24/7,node/6087059482,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254c97,6.932819,43.6372765005408,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*16*_*_*_,FR*A16*P*WIIZ*16*_*_*_ - Grasse Stade Perdigon,false,6069,6.932819,43.6372765005408,2,false,false,"type2,typee",Payant,24/7,node/5984843764,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254c98,6.947942,43.5801880005414,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*17*_*_*_,FR*A16*P*WIIZ*17*_*_*_ - La Roquette-sur-Siagne Parking St Jean,false,6108,6.947942,43.5801880005414,2,false,false,"type2,typee",Payant,24/7,node/6087059587,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254c99,6.9134951,43.6075791005412,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*20*_*_*_,FR*A16*P*WIIZ*20*_*_*_ - Auribeau-sur-Siagne Parking du Bayle,false,6007,6.9134951,43.6075791005412,2,false,false,"type2,typee",Payant,24/7,node/5961207654,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254c9a,6.9203581,43.6564596005406,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*21*_*_*_,FR*A16*P*WIIZ*21*_*_*_ - Grasse Parking Place du Cours Honoré Cresp,false,6069,6.9203581,43.6564596005406,2,false,false,"type2,typee",Payant,24/7,node/6087059477,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254c9b,6.958667,43.6422190005408,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*22*_*_*_,FR*A16*P*WIIZ*22*_*_*_ - Grasse Parking Place Ste Hélène,false,6069,6.958667,43.6422190005408,2,false,false,"type2,typee",Payant,24/7,node/6087059590,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254c9c,6.8422845,43.6294160005409,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*23*_*_*_,FR*A16*P*WIIZ*23*_*_*_ - Le Tignet Parking Mairie,false,6140,6.8422845,43.6294160005409,2,false,false,"type2,typee",Payant,24/7,node/6087059473,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254c9d,6.856883,43.6480150005407,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*25*_*_*_,Spéracèdes Parking Mairie,false,6137,6.856883,43.6480150005407,2,false,false,"type2,typee",Payant,24/7,node/6087059589,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254c9e,6.793374,43.7289440005395,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*28*_*_*_,Escragnolles Parking Salle des Fêtes,false,6058,6.793374,43.7289440005395,2,false,false,"type2,typee",Payant,24/7,node/7254858132,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254c9f,6.858089,43.8432130005372,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*29*_*_*_,Le Mas Parking couvert,false,6081,6.858089,43.8432130005372,2,false,false,"type2,typee",Payant,24/7,node/7254858135,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254ca0,6.92641,43.5941300005413,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*3*_*_*_,FR*A16*P*WIIZ*3*_*_*_ - Pégomas Parking Parchois,false,6090,6.92641,43.5941300005413,2,false,false,"type2,typee",Payant,24/7,node/6087059591,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254ca1,6.728566,43.8469318005371,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*30*_*_*_,false,false,6116,6.728566,43.8469318005371,2,false,false,"type2,typee",Payant,24/7,node/7314613924,2020-03-20T23:00:00.000Z
5f5a24a51518ee3e34254ca2,6.703947,43.7738450005387,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*31*_*_*_,false,false,6134,6.703947,43.7738450005387,2,false,false,"type2,typee",Payant,24/7,node/7314613926,2020-03-20T23:00:00.000Z
5f5a24a51518ee3e34254ca3,6.8079594,43.7995442005382,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*34*_*_*_,Andon Lac de Thorenc,false,6003,6.8079594,43.7995442005382,2,false,false,"type2,typee",Payant,24/7,node/7254858134,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254ca4,6.7310675,43.7790900005386,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*35*_*_*_,false,false,6028,6.7310675,43.7790900005386,2,false,false,"type2,typee",Payant,24/7,node/7314613925,2020-03-20T23:00:00.000Z
5f5a24a51518ee3e34254ca5,6.926369,43.6540630005406,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*60*_*_*_,FR*A16*P*WIIZ*60*_*_*_ - Grasse Parking Gare SNCF,false,6069,6.926369,43.6540630005406,2,false,false,"type2,typee",Payant,24/7,node/6087059472,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254ca6,6.92296,43.6512110005407,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*61*_*_*_,FR*A16*P*WIIZ*61*_*_*_ - Grasse Parking Square des Diables Bleus,false,6069,6.92296,43.6512110005407,2,false,false,"type2,typee",Payant,24/7,node/6087059586,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254ca7,6.944208,43.6540760005406,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*62*_*_*_,FR*A16*P*WIIZ*62*_*_*_ - Grasse Parking Giratoire du Moulin de Brun,false,6069,6.944208,43.6540760005406,2,false,false,"type2,typee",Payant,24/7,node/6087059588,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254ca8,6.922162,43.6556920005406,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*63*_*_*_,FR*A16*P*WIIZ*63*_*_*_ - Grasse Parking Avenue Carnot,false,6069,6.922162,43.6556920005406,2,false,false,"type2,typee",Payant,24/7,node/6087059480,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254ca9,6.911085,43.6391030005408,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*64*_*_*_,FR*A16*P*WIIZ*64*_*_*_ - Grasse Parking la Chesnaie,false,6069,6.911085,43.6391030005408,2,false,false,"type2,typee",Payant,24/7,node/5991567583,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254caa,6.9361435,43.6412045005408,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*65*_*_*_,FR*A16*P*WIIZ*65*_*_*_ - Grasse Parking Alambic,false,6069,6.9361435,43.6412045005408,2,false,false,"type2,typee",Payant,24/7,node/6070651577,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cab,6.973192,43.620225000541,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*66*_*_*_,FR*A16*P*WIIZ*66*_*_*_ - Mouans-Sartoux Parking de la Gare,false,6084,6.973192,43.620225000541,2,false,false,"type2,typee",Payant,24/7,node/6087059476,2020-03-13T23:00:00.000Z
5f5a24a51518ee3e34254cac,6.971394,43.6168410005411,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*67*_*_*_,FR*A16*P*WIIZ*67*_*_*_ - Mouans-Sartoux Parking du Parc,false,6084,6.971394,43.6168410005411,2,false,false,"type2,typee",Payant,24/7,node/6087059483,2020-03-13T23:00:00.000Z
5f5a24a51518ee3e34254cad,6.87583,43.6557090005406,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*77*_*_*_,FR*A16*P*WIIZ*77*_*_*_ - Cabris Parking de la Poste,false,6026,6.87583,43.6557090005406,2,false,false,"type2,typee",Payant,24/7,node/6087059479,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cae,6.8634078,43.888809400536,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*78*_*_*_,Collongues Place du Château,false,6045,6.8634078,43.888809400536,2,false,false,"type2,typee",Payant,24/7,node/7254858136,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254caf,6.929529,43.5923600005413,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*79*_*_*_,FR*A16*P*WIIZ*79*_*_*_ - Pégomas Parking Logis,false,6090,6.929529,43.5923600005413,2,false,false,"type2,typee",Payant,24/7,node/6087059474,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cb0,6.8759337,43.6391351005408,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*80*_*_*_,FR*A16*P*WIIZ*80*_*_*_ - Peymeinade Parking St Marc,false,6095,6.8759337,43.6391351005408,2,false,false,"type2,typee",Payant,24/7,node/6087059484,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cb1,6.847364,43.70035400054,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*81*_*_*_,Saint-Vallier-de-Thiey Parking Espace du Thiey,false,6130,6.847364,43.70035400054,2,false,false,"type2,typee",Payant,24/7,node/7254858133,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cb2,6.8735176,43.6382980005408,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*90*_*_*_,FR*A16*P*WIIZ*90*_*_*_ - Peymeinade Parking Complexe Sportif,false,6095,6.8735176,43.6382980005408,2,false,false,"type2,typee",Payant,24/7,node/6087059481,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cb3,6.7937761,43.6502658005407,CAPG,Sodetrel,WiiiZ,FR*A16*P*WIIZ*91*_*_*_,FR*A16*P*WIIZ*91*_*_*_ - Saint-Cézaire-sur-Siagne Parking Chemin de la Chaux,false,6118,6.7937761,43.6502658005407,2,false,false,"type2,typee",Payant,24/7,node/6087059585,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cb4,6.8912444,43.6453551005407,CAPG,Sodetrel,WiiiZ,FR*SOD*S*WIIZ*94*1*_*_,Peymeinade,false,6095,6.8912444,43.6453551005408,2,false,false,"type2,typee",Payant,24/7,node/7254830678,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cb5,7.002274,43.5505520005416,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*18*_*_*_,FR*A18*P*WIIZ*18*_*_*_ - Cannes Parking Picaud,false,6029,7.002274,43.5505520005416,2,false,false,"type2,typee",Payant,24/7,node/6087608270,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cb6,7.030538,43.5490310005416,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*24*_*_*_,FR*A18*P*WIIZ*24*_*_*_ - Cannes Parking Latour Maubourg,false,6029,7.030538,43.5490310005416,2,false,false,"type2,typee",Payant,24/7,node/6087608269,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cb7,6.9413047,43.5479550005416,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*26*_*_*_,Mandelieu-La Napoule Parking Béguier,false,6079,6.9413047,43.5479550005417,2,false,false,"type2,typee",Payant,24/7,node/7235306789,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cb8,6.9452222,43.5342599005417,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*27*_*_*_,Mandelieu-La Napoule Parking Robinson (Théatre de Verdure),false,6079,6.9452222,43.5342599005417,2,false,false,"type2,typee",Payant,24/7,node/7254805829,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cb9,6.9717933,43.5491475005416,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*39*_*_*_,Cannes Parking Négrin,false,6029,6.9717933,43.5491475005416,2,false,false,"type2,typee",Payant,24/7,node/7235300401,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cba,7.0222179,43.5547974005416,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*40*_*_*_,Cannes Parking Braille,false,6029,7.0222179,43.5547974005416,2,false,false,"type2,typee",Payant,24/7,node/7235401953,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cbb,6.9395586,43.5060764005419,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*41*_*_*_,Théoule-sur-Mer Parking Place Général Bertrand,false,6138,6.9395586,43.5060764005419,2,false,false,"type2,typee",Payant,24/7,node/7235364247,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cbc,6.9341181,43.4850789005419,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*42*_*_*_,Théoule-sur-Mer Port de la Figueirette,false,6138,6.9341181,43.4850789005419,2,false,false,"type2,typee",Payant,24/7,node/7254805827,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cbd,6.966343,43.5498520005416,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*43*_*_*_,Cannes Contre Allée Francis Tonner,false,6029,6.966343,43.5498520005416,2,false,false,"type2,typee",Payant,24/7,node/7254805828,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cbe,6.9973783,43.6010909005412,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*44*_*_*_,Mougins Parking du Moulin de la Croix,false,6085,6.9973783,43.6010909005412,2,false,false,"type2,typee",Payant,24/7,node/7254762159,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cbf,7.0379015,43.5876016005413,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*45*_*_*_,Mougins Centre sportif de Mougins le Haut,false,6085,7.0379015,43.5876016005413,2,false,false,"type2,typee",Payant,24/7,node/5916780871,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cc0,6.9876818,43.6041686005412,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*46*_*_*_,Mougins Parking CC Tournamy 700,false,6085,6.9876818,43.6041686005412,2,false,false,"type2,typee",Payant,24/7,node/7254762158,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cc1,7.0155548,43.6096384005411,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*47*_*_*_,"Mougins Parking Salle omnisports du Font de l'Orme",false,6085,7.0155548,43.6096384005411,2,false,false,"type2,typee",Payant,24/7,node/5843791634,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cc2,6.998574,43.5808240005414,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*48*_*_*_,Mougins Parking piscine des Campelières,false,6085,6.998574,43.5808240005414,2,false,false,"type2,typee",Payant,24/7,node/7254778505,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cc3,7.005574,43.5628160005415,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*6*_*_*_,FR*A18*P*WIIZ*6*_*_*_ - Cannes Parking Brousailles (Hôpital),false,6029,7.005574,43.5628160005416,2,false,false,"type2,typee",Payant,24/7,node/6087608272,2020-03-13T23:00:00.000Z
5f5a24a51518ee3e34254cc4,7.0069924,43.5497720005416,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*8*_*_*_,FR*A18*P*WIIZ*8*_*_*_ - Cannes Square Mistral,false,6029,7.0069924,43.5497720005416,2,false,false,"type2,typee",Payant,24/7,node/5879878385,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cc5,6.9788911,43.5475196005416,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*82*_*_*_,Cannes Parking Correia,false,6029,6.9788911,43.5475196005417,2,false,false,"type2,typee",Payant,24/7,node/7235340052,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cc6,7.0163609,43.5775337005414,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*83*_*_*_,Le Cannet Parking des Moulières,false,6030,7.0163609,43.5775337005414,2,false,false,"type2,typee",Payant,24/7,node/5905939284,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cc7,7.0158091,43.5692031005415,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*84*_*_*_,Le Cannet Parking Grignan,false,6030,7.0158091,43.5692031005415,2,false,false,"type2,typee",Payant,24/7,node/7235364223,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cc8,6.998012,43.5771290005414,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*85*_*_*_,Le Cannet Parking les Lentisques,false,6030,6.998012,43.5771290005414,2,false,false,"type2,typee",Payant,24/7,node/7254778504,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cc9,7.006267,43.5763960005414,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*86*_*_*_,Le Cannet Parking Stade Jeanpierre,false,6030,7.006267,43.5763960005414,2,false,false,"type2,typee",Payant,24/7,node/7236685140,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cca,6.9682406,43.5665607005415,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*87*_*_*_,Le Cannet Parking mairie annexe Les Paradisiers,false,6030,6.9682406,43.5665607005415,2,false,false,"type2,typee",Payant,24/7,node/6034911128,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254ccb,7.0185376,43.5753867005414,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*88*_*_*_,Le Cannet Parking Rue des Orangers,false,6030,7.0185376,43.5753867005415,2,false,false,"type2,typee",Payant,24/7,node/5922730621,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254ccc,6.9937988,43.5691145005415,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*89*_*_*_,Le Cannet Parking Buffon,false,6030,6.9937988,43.5691145005415,2,false,false,"type2,typee",Payant,24/7,node/6017903153,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254ccd,7.00874,43.5513201005416,CAPL,Sodetrel,wiiiz,FR*A16*P*WIIZ*9*_*_*_,FR*A18*P*WIIZ*9*_*_*_ - Cannes Parking St Dizier,false,6029,7.00874,43.5513201005416,2,false,false,"type2,typee",Payant,24/7,node/6087608271,2020-02-29T23:00:00.000Z
5f5a24a51518ee3e34254cce,7.013914,43.5568762005416,CAPL,WiiiZ,wiiiz,FR*A16*P*WIIZ*1*_*_*_,Cannes Parking Saint-Louis,false,6029,7.013914,43.5568762005416,2,false,false,"type2,typee",Payant,24/7,node/6053377493,2020-05-17T22:00:00.000Z
5f5a24a51518ee3e34254ccf,7.4356073,43.7515689005391,CARF,Bouygues Énergies et Services,Alizé Liberté,FR*A22*P06012*001,false,false,6012,7.4356073,43.7515689005391,2,false,false,"type2,typee",Payant,24/7,node/7314626146,2020-03-20T23:00:00.000Z
5f5a24a51518ee3e34254cd0,7.416627,43.7387280005394,CARF,Bouygues Énergies et Services,Alizé Liberté,FR*A22*P06012*002,false,false,6012,7.416627,43.7387280005394,2,false,false,"type2,typee",Payant,24/7,node/7314626148,2020-03-20T23:00:00.000Z
5f5a24a51518ee3e34254cd1,7.426915,43.7445250005392,CARF,Bouygues Énergies et Services,Alizé Liberté,FR*A22*P06012*003,false,false,6012,7.426915,43.7445250005392,2,false,false,"type2,typee",Payant,24/7,node/7314626147,2020-03-20T23:00:00.000Z
5f5a24a51518ee3e34254cd2,7.5139285,43.9368252005346,CARF,Bouygues Énergies et Services,Alizé Liberté,FR*A22*P06023*001,false,false,6023,7.5139285,43.9368252005347,2,false,false,"type2,typee",Payant,24/7,node/7314613955,2020-03-20T23:00:00.000Z
5f5a24a51518ee3e34254cd3,7.497872,43.806605000538,CARF,Bouygues Énergies et Services,Alizé Liberté,FR*A22*P06035*001,false,false,6035,7.497872,43.806605000538,2,false,false,"type2,typee",Payant,24/7,node/7314626092,2020-03-20T23:00:00.000Z
5f5a24a51518ee3e34254cd4,7.472565,43.8333150005374,CARF,Bouygues Énergies et Services,Alizé Liberté,FR*A22*P06036*001,false,false,6036,7.472565,43.8333150005374,2,false,false,"type2,typee",Payant,24/7,node/7314626085,2020-03-20T23:00:00.000Z
5f5a24a51518ee3e34254cd5,7.554498,44.0024310005326,CARF,Bouygues Énergies et Services,Alizé Liberté,FR*A22*P06062*001,false,false,6062,7.554498,44.0024310005326,2,false,false,"type2,typee",Payant,24/7,node/7314613943,2020-03-20T23:00:00.000Z
5f5a24a51518ee3e34254cd6,7.4429166,43.7869424005384,CARF,Bouygues Énergies et Services,Alizé Liberté,FR*A22*P06067*001,false,false,6067,7.4429166,43.7869424005384,2,false,false,"type2,typee",Payant,24/7,node/7314626131,2020-03-20T23:00:00.000Z
5f5a24a51518ee3e34254cd7,7.487925,43.7762740005386,CARF,Bouygues Énergies et Services,Alizé Liberté,FR*A22*P06083*001,false,false,6083,7.487925,43.7762740005386,2,false,false,"type2,typee",Payant,24/7,node/7314626128,2020-03-20T23:00:00.000Z
